0.5 0.019428
0.55 0.048294
0.6 0.064752
0.65 0.089162
0.7 0.104818
0.75 0.124406
0.8 0.15186
0.85 0.175748
0.9 0.19231
0.95 0.214976
1 0.236312
1.05 0.260404
1.1 0.279014
1.15 0.296996
1.2 0.315326
1.25 0.335624
1.3 0.355674
1.35 0.370344
1.4 0.38481
1.45 0.40285
1.5 0.415124
1.55 0.431814
1.6 0.44462
1.65 0.458884
1.7 0.471458
1.75 0.483932
1.8 0.496056
1.85 0.506912
1.9 0.517868
1.95 0.528372
2 0.538622
