0.50 0.880064 0.0147307
0.55 0.804324 0.0117552
0.60 0.646691 0.0232956
0.65 0.527188 0.0135105
0.70 0.461141 0.00978387
0.75 0.370238 0.0120309
0.80 0.28543 0.0101046
0.85 0.223235 0.00640058
0.90 0.197089 0.00661886
0.95 0.163495 0.00558795
1.00 0.140751 0.00289992
1.05 0.120353 0.00417603
1.10 0.111636 0.00463511
1.15 0.0911354 0.00296998
1.20 0.0825978 0.00255888
1.25 0.0759676 0.00311106
1.30 0.0706994 0.00235914
1.35 0.063617 0.00222093
1.40 0.058392 0.00194803
1.45 0.050411 0.00257006
1.50 0.0499028 0.00130232
1.55 0.0454218 0.00174247
1.60 0.0436112 0.0017324
1.65 0.0411316 0.00148095
1.70 0.0396208 0.00128668
1.75 0.0360974 0.00117509
1.80 0.036372 0.00135958
1.85 0.0304928 0.00123376
1.90 0.0295112 0.00152095
1.95 0.0294348 0.00142838
2.00 0.02842 0.0013477
