0 -0.761138 0.00572886
1 -0.761212 0.00571033
2 -0.761231 0.00570029
3 -0.761225 0.00571457
4 -0.761482 0.00570093
5 -0.761438 0.00570881
6 -0.761496 0.00571365
7 -0.761513 0.0057128
8 -0.761444 0.0057257
9 -0.761565 0.0057208
10 -0.761521 0.00570294
11 -0.76153 0.00568325
12 -0.761537 0.005683
13 -0.761506 0.00571924
14 -0.761559 0.00571263
15 -0.761447 0.00573295
16 -0.761511 0.00573603
17 -0.761494 0.00575236
18 -0.761446 0.00576318
19 -0.761338 0.00577855
20 -0.761286 0.00574592
21 -0.76125 0.00575729
22 -0.761166 0.00575007
23 -0.761198 0.00570958
24 -0.761185 0.00572218
25 -0.761215 0.00571502
26 -0.761185 0.0057162
27 -0.761268 0.00570628
28 -0.761132 0.00568511
29 -0.761225 0.0056429
30 -0.761128 0.00564856
31 -0.761187 0.0056438
32 -0.76119 0.00566222
33 -0.761155 0.00566359
34 -0.761254 0.00566365
35 -0.761165 0.00564186
36 -0.76123 0.0056274
37 -0.761208 0.00562297
38 -0.761171 0.00558959
39 -0.761089 0.00558904
40 -0.761065 0.00560382
41 -0.761124 0.0055961
42 -0.761135 0.00559371
43 -0.761043 0.00559227
44 -0.761037 0.00562177
45 -0.761056 0.00563734
46 -0.761094 0.00562344
47 -0.761104 0.00561668
48 -0.761121 0.00563433
49 -0.761186 0.00561388
50 -0.761303 0.0056059
51 -0.761301 0.00560464
52 -0.761284 0.00561915
53 -0.761374 0.0056263
54 -0.761325 0.005607
55 -0.761329 0.00560639
56 -0.761421 0.00559357
57 -0.761509 0.00561155
58 -0.761501 0.00562821
59 -0.761541 0.00563583
60 -0.761542 0.00562056
61 -0.761503 0.00563206
62 -0.761434 0.00562272
63 -0.761382 0.00561224
64 -0.76143 0.00558991
65 -0.761458 0.00558682
66 -0.761558 0.00557218
67 -0.761542 0.0055296
68 -0.761491 0.00553247
69 -0.761528 0.00552074
70 -0.761472 0.00555955
71 -0.761572 0.00556171
72 -0.761543 0.00555975
73 -0.761454 0.00559326
74 -0.761558 0.00558673
75 -0.761447 0.00559532
76 -0.76147 0.00559866
77 -0.761497 0.00559697
78 -0.761601 0.0056197
79 -0.761464 0.00564922
80 -0.761389 0.00567487
81 -0.7614 0.00568505
82 -0.76139 0.00567296
83 -0.761469 0.00565374
84 -0.761367 0.00566533
85 -0.761364 0.0057008
86 -0.761251 0.00570163
87 -0.761224 0.00569217
88 -0.761204 0.00567372
89 -0.761289 0.00569645
90 -0.761306 0.00571723
91 -0.761369 0.00573961
92 -0.761435 0.00572807
93 -0.761427 0.00573157
94 -0.761413 0.00572752
95 -0.761469 0.00574581
96 -0.761492 0.00573467
97 -0.761434 0.00575888
98 -0.761559 0.00574905
99 -0.761578 0.00574159
100 -0.761595 0.00572012
101 -0.761537 0.00574798
102 -0.761474 0.00574374
103 -0.76145 0.005762
104 -0.761296 0.0057807
105 -0.761223 0.00578435
106 -0.761227 0.00577951
107 -0.761441 0.00579925
108 -0.761561 0.00578282
109 -0.761658 0.00577668
110 -0.76173 0.00579133
111 -0.761831 0.00578347
112 -0.761715 0.0057985
113 -0.761571 0.00580182
114 -0.76151 0.00581466
115 -0.761326 0.00582684
116 -0.76132 0.00582094
117 -0.761262 0.00583954
118 -0.76126 0.00585333
119 -0.761225 0.00586062
120 -0.761316 0.0058589
121 -0.761242 0.00584643
122 -0.761221 0.00585412
123 -0.761291 0.00582742
124 -0.761433 0.00581125
125 -0.76133 0.00580194
126 -0.761303 0.00579632
127 -0.761175 0.00580954
128 -0.761012 0.00580944
129 -0.760999 0.0058339
130 -0.761056 0.00584211
131 -0.760976 0.00584116
132 -0.761065 0.0058255
133 -0.760997 0.0058278
134 -0.761017 0.00581785
135 -0.761014 0.00579319
136 -0.761016 0.00578697
137 -0.760927 0.00579921
