0 0 0
1 0.294349 0.776083
2 0.487291 0.902148
3 0.452153 0.929999
4 -0.755737 0.607248
5 -1.04645 0.95264
6 0.12374 0.779765
7 0.177917 0.85096
8 1.49723 0.830082
9 0.738825 0.602054
10 -2.44147 0.720219
11 1.5381 0.848195
12 0.548402 0.819582
13 0.259589 0.914889
14 -1.27548 0.810824
15 -1.08752 0.748538
16 1.54807 0.769845
17 0.791299 0.691671
18 0.408412 0.743796
19 0.786107 0.819405
20 1.21653 0.775618
21 -0.10898 0.67212
22 1.11055 0.790643
23 -0.572643 0.572755
24 1.93231 0.775472
25 0.686923 0.99575
26 1.70464 0.828744
27 -1.37451 0.769057
28 0.987487 0.558921
29 0.495384 0.986111
30 -0.42378 0.671344
31 0.939518 0.673194
32 0.0142884 0.718764
33 -0.0986717 0.696606
34 -0.160816 0.688958
35 -0.498292 0.740405
36 0.994663 0.694424
37 0.796593 0.82953
38 0.440231 0.890047
39 0.264191 0.865988
40 0.014804 0.852391
41 1.01867 1.01285
42 2.26061 0.820623
43 -0.0589984 0.759891
44 0.970149 0.777508
45 0.0308135 0.876187
46 0.283238 0.576215
47 0.6624 0.632989
48 0.512996 0.636773
49 1.63631 0.663328
50 -0.0757225 0.880942
51 -0.0745578 0.681624
52 2.90551 0.7862
53 0.188294 0.654587
54 0.145986 0.777555
55 0.837532 0.637334
56 1.10671 0.793932
57 -1.13782 0.786424
58 0.518972 0.60242
59 0.687109 0.743163
60 -0.696685 0.77101
61 -1.73886 0.964908
62 0.310638 0.653848
63 0.486443 0.752811
64 -0.0167099 0.806801
65 0.76433 0.490671
66 0.000879547 0.793782
67 -0.792538 0.817098
68 2.33969 0.868948
69 -0.142347 0.684967
70 0.587198 0.844997
71 -0.124804 0.773652
72 1.28445 0.645748
73 1.67022 0.906943
74 -0.205401 0.833135
75 -0.348034 0.722881
76 1.07272 0.698841
77 1.23678 0.923866
78 0.695932 0.443628
79 0.431701 0.788937
80 -0.914223 0.691955
81 0.794349 0.678393
82 -0.380874 0.679468
83 0.249252 0.584211
84 -0.509675 0.73206
85 0.878429 0.80616
86 -0.0787902 0.538985
87 -0.787965 0.524663
88 0.746233 0.583118
89 -0.00543875 0.618713
90 0.44075 0.768987
91 -0.31657 0.616714
92 -0.906873 0.713996
93 0.643215 0.809765
94 0.109132 0.837614
95 -0.688125 0.493785
96 -0.583105 0.761635
97 1.14855 0.617192
98 0.354786 0.687469
99 1.09945 0.788494
100 1.2979 0.848757
101 -0.0144506 0.642656
102 0.127015 0.553116
103 0.344979 0.675864
104 -0.13796 0.736389
105 0.31032 1.01345
106 0.290203 0.72267
107 0.0354259 0.792698
108 1.54327 0.689081
109 -0.300011 0.641783
110 0.269607 0.85878
111 0.587728 0.662136
112 0.333363 0.859311
113 0.198017 0.856757
114 0.0166404 0.779646
115 0.529692 0.740575
116 1.72976 0.686192
117 0.257898 0.529067
118 -0.713948 0.624114
119 0.111957 0.855141
120 1.63285 0.726848
121 0.380624 0.717976
122 -1.41283 0.809008
123 0.16422 0.773892
124 0.9122 0.57992
125 0.876737 0.89749
126 -0.00464754 0.69789
127 -0.149167 0.727111
128 -0.823112 0.598355
129 0.596178 0.586543
